no,merek dagang,tujuan,kategori
1380,"CUSTODIA 320 SC, SAGRI-BAT 70 WP ",penyakit bercak kering Alternaria solani ,umum 
1381,"PROMECTIN 18 EC, SPONTANKING 400 SL ",pengorok daun Liriomyza sp. ,umum 
1382,"GUNTUR 75 WP, KILIRI 20 EC ",pengorok daun Liriomyza hudobrensis ,umum 
1383,"AKRON 500 EC, AMCOMEC 18 EC, MITIGATE 18 EC, NESTOR 25 EC, PREVATHON 50 SC, SAGRI-PAS 287 SC, STARMEK 18 EC, TRAFO 290 SL ",pengorok daun Liriomyza huidobrensis ,umum 
1384,PADAN 50 SP ,"penggorok daun Liriomyza huidobrensis, hama trips Thrips palmi, kutu daun Myzus persicae ",umum 
1385,VOLIAM TARGO 63 SC ,"penggerek umbi kentang Phthorimaea operculella, hama trips Thrips palmi ",umum 
1386,TRIGGER 20 WT ,"meningkatkan tinggi tanaman, jumlah umbi/tanaman, hasil/tanaman (g), hasil/petak (kg), hasil/ha (kg) ",umum 
1387,DECIS 25 EC ,"kutu daun Myzus sp.,hama trips Thrips palmi ",umum 
1388,ALTAR 15 WP ,"meningkatkan komponen hasil, jumlah umbi per tanaman,dugaan hasil/ha  ",umum 
1389,ALIKA 247 ZC ,"kutu daun Myzus persicae, penggerek umbi Phthorimaea operculella ",umum 
1390,PACLO 15 WP ,"meningkatkan jumlah umbi/tanaman, hasil/tanaman, hasil/petak, hasil/hektar ",umum 
1391,CLARISSA 75 WP ,penyakit hawar daun Phytophthora infestans  ,umum 
1392,E-CYDIMAN 68 WP ,penyakit hawar daunPhytopthora infestans ,umum 
1393,"FUNGIDEX 40 WP, TAMOXANIL 60/24 WP ",penyakit hawar daun Phytophthora infestans ,umum 
1394,CADILAC 80 WP ,"penyakit busuk daun Phytophthora infestans, penyakit bercak kering Alternaria solani ",umum 
1395,"CHERIZEB 80 WP, FURIZEB 80 WP, LAKSINDO 25 WP, MEGANIL 82,5 WP, NOVICURE-D 81 WG, TRILONIL 80 WP, TRYLAXYL 35 WP, WENADRI 80 WP ",penyakit hawar daunPhytophthora infestans ,umum 
1396,ABUKI 50 SL ,thrips Thrips palmi ,umum 
1397,SUPRANIL 75 WP ,penyakit busuk daun Phytophthora infestans ,umum 
1398,MEGATHANE 80 WP ,penyakit busuk daunPhytopthora infestans ,umum 
1399,ZETRO 75 WG ,penyakit busuk daunPhytophthora infestans ,umum 
1400,UTHANE 75 WG ,penyakit bercak daunAlternaria solanipenyakit hawar daunPhytophthora infestans ,umum 
1401,AKROSTAR 40 WP ,penyakit bercak keringAlternaria solani ,umum 
1402,AGRIMEC 18 EC ,"pengorok daun Liriomyza huidobrensis, hama thrips Thrips palmi ",umum 
1403,ABUKI 50 SL ,kutu daun Myzus persicae ,umum 
1404,CLOSER 50 WG ,kutu kebul Bemisia tabaci  ,umum 
1405,"MAXLO 17,5 WP ","meningkatkan jumlah umbi/tanaman, meningkatkan komponen hasil/ha ",umum 
1406,"BLUEZEB 80 WP, KAPUAS 560 SC, PROCTER 64/8 WP, STARPLUS 70 WP, TEXXIM 20 WP, TRIFASTA 75 WP, TRIVIA 73 WP, WENDI 75 WP, ZINCKOL 70/6 WP ",penyakit busuk daunPhytophthora infestans ,umum 
1407,SPRING 80 WP ,bercak daunAlternaria solanihawar daunPhytophthora infestans ,umum 
1408,ACEP 722 SL ,busuk daunPhytophthora infestans ,umum 
1409,"EPOKSTAR 80 WG, JAMURE 60 WP, MANTAZEB 80 WP ",hawar daunPhytophthora infestans ,umum 
1410,CHIX 25 EC ,kutu daunMyzus persicaehama Thrips palmi ,umum 
1411,CONFIDOR 200 SL ,"hama trip Thrips palmi, kutu daun Myzus persicae, Aulacophora femoralis. ",umum 
1412,"CONFIDOR 5 WP, DECIS 25 EC ","hama trips Thrips palmi, kutu daun Myzus persicae, Aulacophora femoralis ",umum 
1413,MARSHAL 200 EC ,"kutu daun Aphis sp., Myzus persicae ",umum 
1414,REFILLUP 130 SL ,gulma golongan rumput  Anoxopus compressus  Digitaria ciliaris ,umum 
1415,HYKOP 250 SL ,penggerek buah kopi Hypothenemus hampeii ,umum 
1416,PESNAB 4 EC ,penyakit karat daunHemileia vastatrix  ,umum 
1417,KERING 300 SL* ,- gulma berdaun lebar Ageratum conyzoides  Richardia brasiliensis- gulma golongan rumput Paspalum conjugatum ,umum 
1418,REFILLUP 130 SL ,gulma berdaun lebar Ageratum conyzoides  Borreria alata Clidermia hirta Synedrella nodiflora  Tetracera indica ,umum 
1419,SIDAFOS 480 SL ,"gulma berdaun lebar Ageratum conyzoides, gulma berdaun sempit Axonopus compressus, Digitaria adscendens, teki Cyperus kilingia ",umum 
1420,DIGITA 150 SL ,"gulma berdaun lebar Ageratum conyzoides, Synedrella nodiflora, gulma berdaun sempit Axonopus compressus, Ottochloa nodosa, Paspalum conjugatum ",umum 
1421,LINDAS 240 SL ,gulma berdaun lebar Ageratum conyzoides; gulma berdaun sempit Axonopus compressus ,umum 
1422,GEMPUR 480 SL ,"gulma berdaun lebar Bidens pilosa, gulma berdaun sempit Otochloa nodosa ",umum 
1423,BIONASA 75 WG ,"gulma berdaun lebar Borreria alata, Mikania micrantha, gulma berdaun sempit Ischaemum timorense, Setaria plicata ",umum 
1424,PROMOXONE 280 SL* ,"gulma berdaun lebar Borreria alata, Synedrella nodiflora, gulma berdaun sempit Ischaemum timorense, Setaria plicata ",umum 
1425,SUPREMO 480 SL ,"gulma berdaun lebar Mikania micrantha, gulma berdaun sempit Setaria plicata, Ottochloa nodosa, alang-alang Imperata cylindrica ",umum 
1426,GEMPUR 480 SL ,gulma berdaun sempit Digitaria adscendens ,umum 
1427,KOMODOR 300/100 SL ,"gulma berdaun lebar Ageratum conyzoides ; gulma berdaun sempit Axonopus compressus, teki Cyperus kilingia ",umum 
1428,BROND UP 240 SL ,"gulma berdaun lebar Ageratum conyzoides, Borreria alata, Synedrella nodiflora, gulma berdaun sempit Ottochloa nodosa, Setaria plicata ",umum 
1429,SERBU 160 SL ,"gulma berdaun lebar Ageratum conyzoides, Euphorbia hirta, gulma berdaun sempit Axonopus compressus, Digitaria cyliaris, Paspalum conjugatum ",umum 
1430,CENTARIS 245 SL ,gulma berdaun lebar Ageratum conyzoidesBorreria alatagulma berdaun sempit Axonopus compressusOttochloa nodosa ,umum 
1431,KRESTARA 135 SL* ,"gulma berdaun lebar Ageratum conyzoides, Borreria alata, Mikania micrantha; gulma berdaun sempit, Ottochloa nodosa, Paspalum conjugatum ",umum 
1432,COFFEPAS 250 SL ,"gulma berdaun lebar Borreria alata, gulma berdaun sempit Axonopus compressus, Paspalum conjugatum, Setaria plicata ",umum 
1433,SUN UP 480 SL ,gulma berdaun sempitOttochloa nodosatekiCyperus kyllingia ,umum 
1434,ROUNDUP POWERMAX 660 SL ,gulma berdaun lebar Ageratum conyzoidesBorreria alatagolongan rumputAxonopus compressusSetaria plicata ,umum 
1435,PUMA 160 SL ,gulma berdaun lebarAgeratum conyzoidesBorreria alatagulma berdaun sempitPaspalum conjugatum ,umum 
1436,GLIDAMIN 300/100 SL ,gulma berdaun lebar Ageratum conyzoides ,umum 
1437,ALIKA 247 ZC ,kutu hijau Coccus viridis ,umum 
1438,TALSTAR 25 EC ,"Kutu hijau Coccus viridis, kutu putih Pseudococcus citri, semut api Solenopsis geminate ",umum 
1439,SEVIN 85 SP ,kutu putihPlanococcus citri ,umum 
1440,"ALIKA 247 ZC, KANON 400 EC, SUMITHION 500 EC ",kutu putih Planococcus citri ,umum 
1441,ETHREL 480 SL  ,mempercepat masaknya buah; ,umum 
1442,BASAMID 98 GR ,nematoda Pratylenchus sp.; ,umum 
1443,DECIS 25 EC ,penggerek buah Hypothenemus hampei ,umum 
1444,KOPTAN ,penggerek buah kopi Hypothenemus hampei ,umum 
1445,CUSTODIA 320 SC ,penyakit karat daunHemileia vastatrix ,umum 
1446,CABRIO GOLD 183 SE ,penyakit karat daun Hemileia vastatrix ,umum 
1447,LESENTA 80 WG ,semutSolenopsis geminata ,umum 
1448,ENTOMOBAC WP ,penggerek buah kopiHypothenemus hampeii ,umum 
1449,RAMPAGE 100 EC ,penggorok daun Liriomyzasp. ,umum 
1450,"HERITAGE MAXX 95 DC, NATIVO 75 WG ",penyakit karat Puccinia chrysanthemi ,umum 
1451,"EXPLORE 250 EC, TRIVIA 73 WP ",penyakit karat Puccinia shrysanthemi ,umum 
1452,AGRIMEC 18 EC ,pengorok daun Liriomyza chrysanthemi ,umum 
1453,SERGAP 410 EC ,- ulat krop Crocidolomia pavonana - perusak daun Plutella xylostella  ,umum 
1454,DAKKAR 200/18 EC ,Insektisida racun kontak dan lambung berbentuk pekatan yang dapat diemulsikan ,umum 
1455,KIRARI 50 WG ,penyakit akar gada Plasmodiophora brassicae ,umum 
1456,DELFIN WG ,hama perusak daun Plutella xylostella ,umum 
1457,DECIS 25 EC ,hama perusak kropCrocidolomia binotalisulat perusak daunPlutella xylostella ,umum 
1458,BM EMATEZ 5 SG ,hama perusak kropCrocidolomia pavonana ,umum 
1459,KANON 400 EC ,kutu daun Myzus persicae ,umum 
1460,BASAMID 98 GR ,penyakit akar gada Plasmodiophora brassicae ,umum 
1461,"NEBIJIN 0,3 DP ",penyakit akar ganda Plasmodiophora brassicae ,umum 
1462,STARNER 20 WP ,penyakit bakteri busuk lunak Erwinia carotovora ,umum 
1463,PREVICUR-N 722 SL ,"penyakit bercak daun Altemaria sp., penyakit rebah/mati bibit Pythium sp. ",umum 
1464,TRIVIA 73 WP ,penyakit bercak daun Alternaria brassicae ,umum 
1465,BENLOX 50 WP ,penyakit busuk hitam Xanthomonas campestris ,umum 
1466,BENLOX 50 WP ,penyakit rebah semai Pythium spp. ,umum 
1467,RAMPAGE 100 EC ,perusak daunPlutella xylostella ulat kropCrocidolomia pavonana ,umum 
1468,TETRIN 36 EC ,perusak daun  Plutella xylostella ,umum 
1469,"BIOCRON 500 EC, ROLICRON 500 EC ","perusak daun  Plutella xylostella, ulat krop Crocidolomia pavonana ",umum 
1470,"AKRON 500 EC, METINDO 25 WP ",perusak daun Crocidolomia binotalis ,umum 
1471,"CYPERMAX 100 EC, DEAL 25 EC, FASTAC 15 EC, KLENSECT 200 EC, METAL 30 EC ",perusak daun Crocidolomia pavonana ,umum 
1472,SUMIALPHA 25 EC ,perusak daun Plutella xylostela ,umum 
1473,"AKRON 500 EC, CYPERMAX 100 EC, DEAL 25 EC, ERKATRIN 30 EC, FASTAC 15 EC, FENVAL 200 EC, KLENSECT 200 EC, METAL 30 EC, METEOR 25 EC, METINDO 25 WP, OMI 150 EC, ROLIDOR 25 EC, SIDIN 50 EC, TOMBAK 189 EC ",perusak daun Plutella xylostella ,umum 
1474,SCUD 50 EC ,"perusak daun Plutella xylostella, Cricidolomia binotalis ",umum 
1475,ARMETT 50 SP ,"perusak daun Plutella xylostella, ulat krop Crocidolomia binotalis ",umum 
1476,"ABA-M 18 EC, CRESPO 18 EC, CROSS 100 EC, ENIGMA 21 EC, FASTRIN 100 EC, MATADOR 25 EC, MITIGATE 18 EC, PADAN 50 SP, PROMECTIN 18 EC, RADIANT 200 EC, RAYDENT 200 EC, RAYDOCK 28 EC, RUDAL 25 EC, SMESBAN 590 EC, TREBON 95 EC, YASITHRIN 30 EC ","perusak daun Plutella xylostella, ulat krop Crocidolomia pavonana ",umum 
1477,DETACRON 500 EC ,perusak daun Plutella xylostella. ulat krop Crocidolomia pavonana ,umum 
1478,"ALIKA 247 ZC, TETRIN 36 EC ",ulat crop Crocidolomia pavonana ,umum 
1479,MOSPILAN 30 EC ,ulat daunPlutella xylostella ,umum 
1480,"ALIKA 247 ZC, BADIK 18 EC, BESTFAST 250 EC ",ulat daun Plutella xylostella ,umum 
1481,"ADOCA 150 SC, ARAGON 36 EC, BARETA 40 WP, CAPTURE 50 EC, CELTA 50 EC, COLONI 18 EC, ENDURE 120 SC, LUDO 310 EC, PREZA 100 OD, SINOMETRIN 100 EC ","ulat daun Plutella xylostella, ulat krop Crocidolomia pavonana ",umum 
1482,SPIDER 200 EC ,ulat kropCrocidolomia pavonana ,umum 
1483,"COUNTER 50/1,8 SP ",Ulat krop Crocidolomia Binotalis ,umum 
1484,"AMCOTHENE 75 SP, METEOR 25 EC ",ulat krop Crocidolomia Binotalis ,umum 
1485,"BADIK 18 EC, DELFIN WG, ERKATRIN 30 EC, ROLIDOR 25 EC ",ulat krop Crocidolomia pavonana ,umum 
1486,INSTOP 311 EC ,"ulat krop Crocidolomia pavonana, perusak daun Plutella xylostella ",umum 
1487,"FILLADO 440 EC, PENALTY 50 SC ",ulat perusak daun Plutella xylostella ,umum 
1488,DHARMASIP 50 EC ,"ulat perusak daun Plutella xylostella, ulat krop Crocidolomia pavonana ",umum 
1489,BESTNOID 60 WP ,"siput Parmarion pupillaris, Filicaulis bleekeri ",umum 
1490,BORAL 480 SC ,"gulma berdaun lebar Synedrella nodiflora, Amaranthus spinosus; gulma berdaun sempit Eleusine indica; teki Cyperus rotundus ",umum 
1491,AMARIS 50 EC ,hama perusak daunPlutella xylostella ,umum 
1492,TUREX WP ,hama perusak kropCrocidolomia pavonanahama perusak daunPlutella xylostella ,umum 
1493,"SIKLON 5,7 WG ",hama perusak krop Crocidolomia pavonana ,umum 
1494,SNAILTOX 12 GR ,hama siput babiAchatina fulica ,umum 
1495,TELLA-LURE ,hama ulat daunPlutella xylostella ,umum 
1496,BENZIM 50 WP ,penyakit akar gadaPlasmodiophora brassicae ,umum 
1497,SATGAZ 75 WP ,penyakit bercak daun  Alternaria brassicae ,umum 
1498,SATGAZ 75 WP ,penyakit rebah semai Pythium debaryanum  ,umum 
1499,MASTEROLE 240 SC ,perusak daunCrocidolomia pavonana ,umum 
1500,"BESTHOMYL 40 SP, CEBA 125 EC, RELDAN 400 EC ",perusak daunPlutella xylostela ,umum 
1501,BIONIK 400 EC ,perusak daunPlutella xylostellahama kutu daunMyzus persicae ,umum 
1502,"CHIX 25 EC, TAMATRIN 300 EC ",perusak daunPlutella xylostellaulat kropCrocidolomia pavonana ,umum 
1503,"ALCAN 375 SC, MATIC 45 EC, PIRIFOZ 555 EC ",perusak daunPlutella xylostella ,umum 
1504,DIAZINON 600 EC ,Perusak daun Plutella xylostella ,umum 
1505,DIMEC 18 EC ,perusak daun Plutella xylostellaulat krop Crocidolomia pavonana  ,umum 
1506,SYMPHONY 100 EC ,perusak daun Plutella xylostela ,umum 
1507,AGRIMEC 18 EC ,"perusak daun Plutella xylostella, ulat krop Crocidolomia pavonana ",umum 
1508,SYMPHONY 100 EC ,perusak krop Crocidolomia pavonana ,umum 
1509,VERTIGO 100 EC ,ulat cropCrocidolomia pavonana ,umum 
1510,"BIOTRIFOS 250 EC, BM EMATEZ 5 SG, GESTUR 32 EC, PRIMA-STRIKE 606 EC, PRIMAMECT 200 SC, TANICIS 25 EC ",ulat daunPlutella xylostella ,umum 
1511,BM PROPERTHRIN 440 EC ,ulat daun Plutella xylostella ,umum 
1512,THURICIDE HP  ,ulat kropCrocidolomia binotalishama perusak daunPlutella xylostella ,umum 
1513,BENATRIN 325 EC ,ulat kropCrocidolomia binotalis ,umum 
1514,"EMCLOPIR 300/20 EC, PREVATHON 50 SC, SOPETON 108 EC ",ulat kropCrocidolomia pavonana ,umum 
1515,BM PROPERTHRIN 440 EC ,ulat krop Crocidolomia binotalis ,umum 
1516,FOLIRFOS 400 SL ,penyakit busuk pangkal batang Phytophthora palmivora ,umum 
1517,RIDOMIL GOLD 350 ES ,penyakit busuk pangkal batang Phytophthora capsici ,umum 
1518,PADAN 50 SP ,pengisap bunga Diplogomphus hewitti ,umum 
1519,BADIK 18 EC ,"penghisap bunga Diconocoris hewetti, penghisap buah Dasynus piperis ",umum 
1520,MATADOR 25 EC ,"penghisap bunga Diplogomphus hewitti, penghisap buah Dasynus piperis ",umum 
1521,DHARMASAN 600 EC ,pengisap buah Dasynus piperis ,umum 
1522,MARSHAL 200 EC ,"pengisap buah Dasynus piperis, pengisap bunga Diplogomphus hewitti ",umum 
1523,SEVIN 85 SP ,penghisap buahDasynus piperis ,umum 
1524,PENALTY 50 SC ,penghisap buah Dasynus piperis ,umum 
1525,SUMITHION 500 EC ,"pengisap daun Dasynus piperis, pengisap bunga Diplogomphus hewitti ",umum 
1526,PENALTY 50 SC ,hama penghisap bunga Diconocoris hewetti ,umum 
1527,MIPCINTA 50 WP ,penghisap daunDasynus piperis ,umum 
1528,KILL UP 480/1 SL ,Gulma berdaun sempit Ischaemum timorenseOttochloa nodosaPaspalum conjugatum  ,umum 
1529,"MATENO UP 160/5,1 SL ","gulma berdaun lebar Clidemia hirta, Chromolaena odorata, Mikania micrantha, golongan rumput Digitaria ciliaris ",umum 
1530,PELITA 480 SL ,alang-alang Imperata cylindrica L. ,umum 
1531,PILLY 25 WP ,"gulma berdaun lebar Ageratum conyzoides, Clidemia hirta, Chromolaena odorata, Synedrella nodiflora ",umum 
1532,TIARA 20 WG ,"gulma berdaun lebar Ageratum conyzoides, Synedrella nodiflora ",umum 
1533,BASATA 480 SL ,golongan rumputOttochloa nodosa ,umum 
1534,DIVAXONE 243 SL* ,gulma berdaun lebar Borreria alatagolongan rumputOttochloa nodosa ,umum 
1535,CENTALLY PLUS 40 WG ,"gulma berdaun lebar Ageratum conyzoides, Borreria alata, Clidemia hirta, Ipomoea triloba ",umum 
1536,"RONDA GOLD 525 SL, SAGRI-GRASS 500 SL ",alang-alang Imperata cylindrica ,umum 
1537,PRIMAX 480/1 SL ,gulma berdaun sempitPaspalum conjugatum  ,umum 
1538,RUSO 485 SL ,gulma berdaun sempitPaspalum conjugatum ,umum 
1539,METFURON 20 WG ,gulma berdaun lebar Synedrella nodiflora ,umum 
1540,ALCATRAS 625 SL ,gulma berdaun lebar Chromolaena odorataMimosa pudicagolongan rumputIschaemum timorenseteki Cyperus rotundus  ,umum 
1541,METFURON 20 WG ,gulma berdaun lebar Ageratum conyzoides ,umum 
1542,RUSO 485 SL ,gulma berdaun lebarBorreria alata ,umum 
1543,RILLY 20 WG ,gulma berdaun lebarAgeratum conyzoidesBorreria alataSynedrella nodifloragulma berdaun sempitEleusine indicaPaspalum conjugatumtekiCyperus kyllingia ,umum 
1544,"HIT ONE PUSH 2 AE, HIT ONE PUSH 4 AE ",Musca domestica  ,umum 
1545,HIT 0.6 AE ,- lalat    Musca domestica - lipas    Blatella germanica   Periplanetta americana- nyamuk   Aedes aegypti   Culex quinquefasciatus ,umum 
1546,MATADOR 25 EC ,kutu loncat Heteropsylla sp. ,umum 
1547,MONUMENT 75 WG ,"gulma berdaun lebar Euphorbia hirta, Hypericum japonicum, gulma berdaun sempit Axonopus compressus, teki Cyperus kylingia ",umum 
1548,VECTOBAG WG ,Anopheles aconitus  ,umum 
1549,VECTOBAG WG ,Aedes aegypti  ,umum 
1550,LARVAGO SC ,Aedes aegypti Culex quinquifasciatus Anopheles aconitus ,umum 
1551,BACTIVEC SL ,Aedes aegypti Anopheles aconitus Culex quinquefasciatus ,umum 
1552,"HIT ONE PUSH 2 AE, HIT ONE PUSH 4 AE ",Blatella germanica  Periplanetta americana  ,umum 
1553,EXPLORE 250 EC ,"penyakit bercak daun Stigmina mangiferae, penyakit antraknosa Colletotrichum gloeosporioides ",umum 
1554,"MATADOR 25 EC, RUDOR 5 WP ",wereng Idiocerus spp. ,umum 
1555,"ABUKI 50 SL, CONFIDOR 5 WP, DECIS 25 EC ",wereng mangga Idiocerus sp. ,umum 
1556,"CUSTODIA 320 SC, REMAZOLE-P 490 EC ",penyakit antraknosa Colletrotricum gloeosporioides ,umum 
1557,"CORONA 325 SC, NATIVO 75 WG, PHYTOKLOR 82,5 WG, REGIO 250 SC ",penyakit antraknosa Colletotrichum gloeosporioides ,umum 
1558,MERPAN 80 WG ,"penyakit antraknosa Colletotrichum gloeosporioides, penyakit bercak daun Stigmina mangifera ",umum 
1559,CABRIOTOP 60 WG ,"penyakit antraknosa Colletotrichum gloeosporioides, penyakit bercak daun stigmina Stigmina mangiferae ",umum 
1560,THIONIC 76 WG ,penyakit antraknosaColletotrichum gloeosporioides ,umum 
1561,GOLSTAR 250 SC ,Meningkatkan pembungaan dan pembentukan buah ,umum 
1562,GOBEST 250 SC ,"meningkatkan pembungaan, jumlah pentil/buah, jumlah buah/pohon dan hasil produksi ",umum 
1563,COSTRA 250 SC ,"meningkatkan jumlah bunga, persentase bunga pada setiap pohon, jumlah pentil permalai bunga ",umum 
1564,"ALTAR 250 SC, AVOCET 250 SC ",meningkatkan jumlah bunga ,umum 
1565,ANTILAT 90 BB ,lalat buah Bactrocera spp. ,umum 
1566,ALIKA 247 ZC ,"hama Procontaria sp., wereng mangga Idiocerus sp., penggerek buah mangga Noorda albizonalis ",umum 
1567,CONFIDOR 200 SL ,"kutu putih Rastrococcus spinosus, wereng mangga Idiocerus sp. ",umum 
1568,PROCURE 20 WP ,penyakit bercak daunStigmina mangiferae indica ,umum 
1569,CARINO 250 EC ,penyakit bercak daun Stigmina mangiferae ,umum 
1570,COZEB 80 WP ,penyakit bercak daunStigmina mangiferae ,umum 
1571,TESLA 495 EC ,penyakit antraknosaColletotrichum gloeosporiodes ,umum 
1572,TIFLO 80 WP ,penyakit antraknosaColletotrichum gloeosporioides ,umum 
1573,CULTIVAR 250 SC ,mempercepat waktu pembungaan ,umum 
1574,PREVICUR-N 722 SL ,"penyakit antraknosa Colletotrichum lagenarium, penyakit embun bulu Pseudoperonospora cubensis ",umum 
1575,NATIVO 75 WG ,penyakit busuk batang Didymella bryoniae ,umum 
1576,"CURZATE 8/64 WP, PROCURE 20 WP ",penyakit embun bulu Pseudoperonospora cubensis ,umum 
1577,REVUS 250 EC ,"penyakit embun bulu Pseudoperonospora cubensis, penyakit antraknosa Colletotrichum lagenarium ",umum 
1578,NATIVO 75 WG ,"penyakit embun bulu Pseudoperonospora cubensis, penyakit antraknosa Colletotrichum gloeosporioides ",umum 
1579,PROTHEPHON 480 SL ,"mempercepat pemasakan buah, meningkatkan kemanisan buah ",umum 
1580,AGROGIBB 40 SL ,"meningkatkan tinggi tanaman, ,jumlah daun, jumlah buah dan hasil ",umum 
1581,DECIS 25 EC ,penggerek buah Helicoverpa armigera ,umum 
1582,KANON 400 EC ,hama Thrips sp. ,umum 
1583,"CONFIDOR 5 WP, DECIS 25 EC ","hama trips Thrips palmi, kutu daun Myzus persicae, Aulacophora femoralis ",umum 
1584,TRIVIA 73 WP ,penyakit antraknosa Colletotrichum lagenarium ,umum 
1585,FUKIYA 275 SC ,"meningkatkan jumlah bunga,jumlah hasil/petak, buah,hasil buah/tanaman, hasil/Ha ",umum 
1586,PRODEMORF 78 WP ,penyakit embun bulu Pseudoperonospora cubensis  ,umum 
1587,AGROGIBB 40 SL ,"menambah jumlah buah, bobot buah, tinggi tanaman ",umum 
1588,BIGEST 40 EC ,"meningkatkan tinggi tanaman, jumlah bunga, jumlah buah, hasil buah/tanaman, hasil/petak, hasil/hektar ",umum 
1589,PREVATHON 50 SC ,penggorok daun Liriomyza huidobrensis ,umum 
1590,NATIVO 75 WG ,penyakit antraknosa Colletotrichum lagenarium ,umum 
1591,NATIVO 75 WG ,penyakit embun bulu Pseudoperonospora cubensis ,umum 
1592,DELTAKING 565 EC ,"kutu daun Myzus persicae, hama thrips Thrips parvispinus ",umum 
1593,PREZA 100 OD ,hama kutu kebul Bemisia tabacihama pengorok daun Liriomyza huidobrensis ,umum 
1594,TRIVIA 73 WP ,penyakit embun bulu Pseudoperonospora cubensislagenarium penyakit antraknosa Colletotrichum lagenarium  ,umum 
1595,CURZATE 8/64 WP ,penyakit embun bulu Psedoperenospora cubencis ,umum 
1596,SANTREL 500 SL ,meningkatkan pembentukan bunga ,umum 
1597,"TALSTAR 0,2 GR ",hama Symphyla Hanseniella sp. ,umum 
1598,HALTER 80 SL ,meningkatan persentase pembungaan ,umum 
1599,WINFON 480 SL ,merangsang pembungaan ,umum 
1600,ETHREL 480 SL  ,merangsang pembungaan; ,umum 
1601,FOLIRFOS 400 SL ,penyakit busuk hati dan busuk akar Phytophthora sp. ,umum 
1602,MARSHAL 200 SC ,kutu daun Dysmicoccus sp. ,umum 
1603,BARREN 80 WP ,"gulma berdaun lebar Ageratum conyzoides, Borreria alata, Synedrella nodiflora, gulma berdaun sempit Eleusine indica ",umum 
