no,nama media,jenis media,penanggung jawab,pemimpin redaksi,badan hukum,provinsi,alamat,email
891,bencoolentimes.com,Siber,"Zacky Antony, SH, MH","Benni Hidayat, SH",PT Bencoolen Mitra Sinergi,Bengkulu,Jalan Sudirman RT 4 RW 1 Kelurahan Pintu Batu Lantai 3,bro.borgol@gmail.com
892,Harian Bangsa,Cetak,EM Mas'ud Adnan,Nur Syaifuddin,PT Duta Bangsa Intermedia Pers,Jawa Timur,Jl Gayungsari IX No 5 Surabaya 60231,harianbangsa@gmail.com
893,wartaprima.com,Siber,Benny Bernadie,Benny Bernadie,PT Prima Media Wibawa,Bengkulu,"Jalan Mayjen Sutoyo Tanah Patah Kec Ratu Agung Kota Bengkulu,Bengkulu",wartaprimacom@gmail.com
894,hargo.co.id,Siber,Andi Jamaluddin AM. Pannyame,Andi Jamaluddin AM. Pannyame,pt,Gorontalo,"Graha Pena Gorontalo, Jalan John Aryo Katili, Nomor 144, Kelurahan Paguyaman, Kec. Kota Tengah, Kota Gorontalo, Provinsi Gorontalo. ",hargo.co.id@gmail.com
895,tribunmanado.co.id,Siber,Lodie Tombeg,Lodie Tombeg,PT Manado Media Grafika,Sulawesi Utara,"Gedung Tribun Manado 
Jalan A.A. Maramis Kelurahan Kairagi Dua Kecamatan Mapanget Kota Manado 95254",tribunmanadoonline@gmail.com
896,Posmetro.co,Siber,Haryanto,Rinaldy,pt,Kepulauan Riau,"Gedung Graha Pena Batam Lt. 3, Jl. Raya Batam Senter, Batam, 29461","posmetrobatam@yahoo.com, redaksi@posmetrobatam.com"
897,Harian Realitas,Cetak,Zultaufik Nasution,Zultaufik Nasution,Realitas Media Perkasa,Sumatera Utara,Jl. Brigjend Katamso No. 43 Medan - Sumut,harianrealitas.medan@gmail.com
898,Lancangkuning.com,Siber,Ridha M. Haztil,Ridha M. Haztil,Informasi Lancang Kuning,Riau,"Jl. H.R. Soebrantas No. 188, RT. 002, RW. 028, Kel. Sialangmunggu, Kec. Tampan",redaksi.lancangkuningriau@gmail.com
899,Koran Monitor,Cetak,ZUL ANWAR ALI MARBUN,DEDI SUSANTO,PT MONITOR MULTI MEDIA,Sumatera Utara,Jl. Brastagi No. 7 LK I Kel.Rambung Dalam Kec.Binjai Selatan Kota Binjai Sumatera Utara,koran_monitor@yahoo.com
900,semarakpost.com,Siber,Rizani Oktaviansyah,Rizani Oktaviansyah,PT SEMARAK MAS MEDIA,Bengkulu,JL Pasar Tengah nomor 56 Rt 5 Rw 2 Kelurahan Pasar Kepahiang Kecamatan Kepahiang Kabupaten Kepahiang Kode Pos 39372,semarakpost.86@gmail.com
901,Medanbisnisdaily.com,Siber,Sasli Pranoto Simarmata,Sasli Pranoto Simarmata,Kreasi Digital Informatif,Sumatera Utara,Jl. S. Parman Kompleks MedanBisnis Center Blok A No.7,redaksimbd@medanbisnisdaily.com
902,radar surabaya,Cetak,Aries Wahyudianto,Rudianto,PT Radar Media Surabaya,Jawa Timur,Jalan Kembang Jepun 167-169 Surabaya,redaksiradarsurabaya@gmail.com
903,riaukontras.com,Siber,Emos Gea,Emos Gea,PT. Riau Kontras Pers,Riau,Jln. Sentosa Perum. Alifa Blok R. No.08,riaukontrasdaerah@gmail.com
904,Harian Tribun Manado,Cetak,Lodie Tombeg,Sigit Sugiharto,PT Manado Media Grafika,Sulawesi Utara,Gedung Tribun Manado. Jalan Mr. A.A Maramis Kelurahan Kairagi Dua Kecamatan Mapanget Kota Manado 95254,lizamethyst@gmail.com
905,goriau.com,Siber,,,PT,Riau,"Surya Kartama Agung A-4, Jl. Kartama Kel. Maharatu, Kec. Marpoyan Damai, Pekanbaru, Riau",goriau2012@gmail.com
906,Jatimnet.com,Siber,Anang Zakaria,Anang Zakaria,Jatim Indo Media,Jawa Timur,"Jalan Kutisari Utara III, Kutisari Residence Kav. 3, Kelurahan Kutisari, Kecamatan Tenggilis Mejoyo.",jatimindomedia@gmail.com
907,acehtrend.com,Siber,Muhajir,Muhajir,PT. Acehtrend Mediana,Aceh,"Jl. Tgk Meulagu Ds Tibang, Kecamatan Syiah Kuala - Banda Aceh Kode Pos 24415",acehtrendmedia@gmail.com
908,infobanua.co.id,Siber,ANANG FADHILAH,ANANG FADHILAH,PT. ALPA BANUA KREASINDO,Kalimantan Selatan,Jalan. Martapura Lama Komplek Dalem Sakti Blok A No 24 Kel Sungai Lulut Kab Banjar Provinsi Kalimantan Selatan,fariznicko@gmail.com
909,Rakyat Sulsel,Cetak,FAISAL PALAPA,MUH. ASRI,PT. RAKYAT SULAWESI SELATAN INTERMEDIA,Sulawesi Selatan,JL. SULTAN ALAUDDIN RUKO PERMATSARI NO.25,evy.aurakoe@gmail.com
910,UNusantara.com,Siber,Ulnike Polandos,Theodorus Dar Edi Yoga Hartantoro,PT. NIKEA MAKMUR JAYA,Kalimantan Timur,"Komplek Yuzza C No. 11 RT 006, Simpang Raya, Barong Tongkok, Kutai Barat, Kalimantan Timur",infounusantara@gmail.com
911,Reportase.tv,Siber,TURNYA,TURNYA,REPORTASI DIGITAL MEDIA,Banten,"Jl. H.Som No. 12 RT.005/001 Kel. Pondok Pucung
Kecamatan Pondok Aren
Kota Tangerang Selatan 15229",redaksi.reportasetv@gmail.com
912,timesindonesia.co.id,Siber,,,PT,Jawa Timur,"Graha Kosgoro Jl. Pandan No. 5 Kota Malang, Jatim 65146",redaksi@timesindonesia.co.id
913,Tangerang Ekspres,Cetak,,,PT,Banten,"Jl.  Graha Pena Tangerang , Modern golf shop houses no.8 Modernland, Kota Tangerang.",tangerang.ekspres@gmail.com
914,Bisnis Indonesia,Cetak,,,PT,Jakarta,"Wisma Bisnis Indonesia LT. 5-9 Jl. KH. Mas Mansyur No.12 A Karet Tengsin, Jakarta Pusat 10220",redaksi@bisnis.co.id
915,Kompas,Cetak,,,PT,Jakarta,"Jl. Palmerah Selatan 26-28, Jakarta 10270",kompas@kompas.com                      
916,Media Indonesia,Cetak,,,PT,Jakarta,"Kompleks Delta Kedoya, Jl. Pilar Raya Kav. A-D Kedoya Selatan, Kebon Jeruk, Jakarta Barat 11520",redaksi@mediaindonesia.co.id
917,MNC TV,Televisi,,,PT,Jakarta,"JL. Raya Pejuangan, Kebon Jeruk, Jakarta 11530",official.mnctv@mncgroup.com
918,Trans 7,Televisi,,,PT,Jakarta,"Jl. Kapten P. Tendean Kav 12-14 A Mampang Prapatan, Jaksel ",
919,TV One,Televisi,,,PT,Jakarta,"Jl. Rawa Terate II no. 2 Kawasan Industri Pulogadung
Jakarta 13260",
920,ANTV,Televisi,,,PT,Jakarta,"Komplek Rasuna Epicentrum Lot 9
Jl. H.R. Rasuna Said, Karet Kuningan
Setiabudi, Jakarta Selatan",
921,Metro TV,Televisi,,,PT,Jakarta,"Jl Pilar Mas Raya Kav. A-D, Kedoya -
Kebon Jeruk Jakarta 11520",
922,Radio Elshinta,Radio,,,PT,Jakarta,"Jl. Joglo Raya No. 70, Jakarta 11640",redaksi@elshinta.com
923,Berita Kota Makassar,Cetak,FACHRUDDIN PALAPA,FACHRUDDIN PALAPA,PT. BERITA KOTA MAKASSAR,Sulawesi Selatan,"Gedung Graha Pena Makassar Lantai 3  Jl. Urip Sumoharjo No. 20, Makassar",beritakotamks@yahoo.co.id
924,merahputih.com,Siber,AANG SUNADJI,THOMAS A. KUKUH AGUNG MINANTA,PT. MERAH PUTIH MEDIA,Banten,"PARAMOUNT HILL GOLF jln. Gading Golf Timur blok GGT no.112 Gading Serpong , Cihuni, Pagedangan, Tangerang",admin@merahputih.com
925,batampos.co.id,Siber,Guntur Marchista Sunan,Putut Ariyotejo,PT Batam Multimedia Korporindo,Kepulauan Riau,"Jalan Ahmad Yani, Gedung Graha Pena Lantai 2, Batam Center",online@batampos.co.id
926,Lampu Hijau The Jak,Cetak,MARIA HANIEF SETIAWATI,DWI PRIHANTARA,CAHAYA RAKYAT MERDEKA,DKI Jakarta,"GEDUNG GRAHA PENA LT 6-8 , JL RAYA KEBAYORAN LAMA 12",srinurganingsih@yahoo.com
927,jurnalterkini.id,Siber,Rusdianto,Rusdianto,Jurnal Media Terkini,Kepulauan Riau,"Jl. Bakti (samping Sekolah Mahabodhi), Kecamatan Karimun, Kabupaten Karimun, Kepulauan Riau, email: redaksi@jurnalterkini.id, jurnalterkini@gmail.com, kode pos 29661",jurnalterkini@gmail.com
928,www.medialintasnusa.com,Siber,ERWIN,"PARTOGI ANGKOLA PAKPAHAN, ST",SURYANI NUSA INDONESIA,Kepulauan Riau,"Jl, Anggrek Bulan 2 No.15 RT.004 RW,001, Kelurahan Kampung Bulang, Kecamatan Tanjungpinang Timur Kota Tanjungpinang Provinsi Kepulauan Riau",suryaninusaindonesia@gmail.com
929,infojambi.com,Siber,ASNELLY RIDHA DAULAY,ASNELLY RIDHA DAULAY,INFO JAMBI MEDIA,Jambi,JL IR H DJUANDA NO 24 KELURAHAN SIMPANG III SIPIN KECAMATAN KOTA BARU,infojambimedia@gmail.com
930,Rakyat Merdeka,Cetak,Ricky Handayani,Ricky Handayani,pt,Jakarta,"Gedung Graha Pena Lt. 9 Jl. Raya Kebayoran Lama  No. 12, Jakarta Selatan 12210",redaksi.rakyatmerdeka@gmail.com
931,Republika,Cetak,Irfan Junaidi,Irfan Junaidi,pt,Jakarta,"Jl. Warung Buncit Raya No. 37, Jakarat 12510",sekretariat@republika.co.id
932,Tirto.id,Siber,,,PT,Jakarta,"Jl. Kemang Timur Raya No.63 B, Bangka, Mampang Prapatan, Jakarta Selatan",redaksi@tirto.id
933,beritamerdekaonline.com,Siber,Musda Morri,Musda Morri,pt,Bengkulu,"Jl. Gang remaja No.38, RT.02, RW.01 Kelurahan Pasar Ujung, Kecamatan Kepahiang, Kabupaten Kepahiang, ",b.merdekamandiri@gmail.com
934,RB TV,Televisi,,,PT,Bengkulu,Jl. P. Natadirja No. 69 Kelurahan Jalan Gedang Kota Bengkulu,R6tvdaerah@gmail.com
935,Jatim Pos,Cetak,H.Syaiful Anam,H.Syaiful Anam,PT. Media Utama Jatim,Jawa Timur,"JL.Gunungananyar Y tengah, VIII/34, Jl.Amir Muhammad IX/21, Surabaya",jatim_pos@yahoo.com
936,BE TV,Televisi,Edwin Syaputra,Edwin Syaputra,PT. MEDIA SARANA TELEVISI BENGKULU,Bengkulu,JLN. JATI NO.129 KELURAHAN PADANG JADI KECAMATAN RATU SAMBAN KOTA BENGKULU,
937,Jatimpos.co,Siber,SYAIFUL ANAM,SYAIFUL ANAM,PT ANUGERAH MEDIA UTAMA,Jawa Timur,"Graha Wartawan PWI  Jatim
Jl. Taman Apsari 15-17 Surabaya",jatimpos_online@yahoo.com
938,kabarbatam.com,Siber,Anwar Sadat Guna,Anwar Sadat Guna,PT BATAM CAKRAWALA MEDIA,Kepulauan Riau,"Perumahan Rose Point
Blok A Nomor 2A, Bida Asri 2
Jl. Raja Ali Kelana, Kota Batam Provinsi Kepulauan Riau",redaksi.kabarbatamnews@gmail.com
939,DIMENSINEWS.CO.ID,Siber,"BADAR SUBUR, SH","BADAR SUBUR, SH",DIMENSI INSAN MANDIRI,DKI Jakarta,"MALL TAMAN PALEM LT. 1 BLOK B/85 JL. KAMAL RAYA OUTER ROAD, KELURAHAN CENGKARENG TIMUR, KECAMATAN CENGKARENG, JAKARTA BARAT11730",dimensi.marketing@gmail.com
940,lenterasultra.com,Siber,Milwan,Sitti Marlina,PT. Kumparan Insan Media,Sulawesi Tenggara,"Jalan Balaikota Nomor 31 Belakang Rumah Jabatan Gubernur Sulawesi Tenggara, Kelurahan Mandonga, Kecamatan Mandonga, Kota Kendari Sulawesi Tenggara",redaksilentera29@gmail.com
941,Sultra TV,Televisi,Purwanto,La Ode Diada Nebansi,SUTRA TELEVISI KENDARI,Sulawesi Tenggara,jl. Malik Raya No. 50 Graha Pena Kendari,sultratv2018@gmail.com
942,TribunJabar.id,Siber,Tatang Suherman,Tatang Suherman,PT. Bandung Media Grafika,Jawa Barat,Jl Sekelimus Utara 2-4 Soekarno-Hatta Bandung,dewi.bernadeta@gmail.com
943,Rakyat Sultra,Cetak,"H. ABDUL HALIQ, SE",DRS. IDUL AMIR,KENDARI EKSPRESS,Sulawesi Tenggara,"Jl. Syech Yusuf No. 20 Mandonga, Kendari, Sulawesi Tenggara 93111",pt.kendariekspres@gmail.com
944,mediajambi.com,Siber,Ir Fitriani Ulinda,Ir Fitriani Ulinda,PT MEDIA JAMBI BAROKAH,Jambi,"Jl. Cut Mutia No 6 Kelurahan Raja Wali, Jambi Timur, Kota Jambi, Provinsi Jambi",maas.kebunjeruk@gmail.com
945,Pilarbangsanews.com,Siber,Gusfen Khairul,Gusfen Khairul,Pilar utama Caniago,Sumatera Barat,"Simpang Kampung Pinang, Nagari IV Koto Hilir Kecamatan Batang Kapas Sumbar",yuharziyunus75@gmail.com
946,SultraKini.com,Siber,M Djufri Rachim,M Djufri Rachim,Sultra Media Utama,Sulawesi Tenggara,"Jl. Kedondong No.88-H Anduonohu Kendari, Sulawesi Tenggara. E-mail: office@sultrakini.com dan frirac@gmail.com",frirac@gmail.com
947,Batam Pos,Cetak,,,PT,Kepulauan Riau,"Gedung Graha Pena Batam Lt. 2 Jl. Raya Batam Centre, Batam - 29461",redaksi@batampos.co.id
948,Lintas Media,Cetak,,,PT,Sumatera Barat,"Komp. Pelana Indah Blok D No. 11, Pampangan Lubuk Begalung, Padang, 25227",lintasmedia_padang@yahoo.com
949,sumselupdate.com ,Siber,Edwar Heryadi,Edwar Heryadi,pt,Sumatera Selatan,"Jl. Sukabangun 2, Lorong Kaur, RT 63 RW 09, Kelurahan Sukajaya, Kecamatan Sukarami, Kota Palembang",redaksi@sumselupdate.com 
950,Koranindonesia.id,Siber, A. ARDIANSYAH, A. ARDIANSYAH,pt,Sumatera Selatan,"Jln. Hokky Blok. D No.6 Kampus POM IX Palembang, Sumatera Selatan",koranindonesia99@gmail.com
951,Jaya Pos,Cetak,Toni Limbong,Toni Limbong,PT. Media Cipta Jaya Selaras,DKI Jakarta,"JL. Jend Ahmad  Yani No. 2 By Pass Utan Kayu, Jakarta Timur",harianjayapos@yahoo.co.id
952,Rotasi,Cetak,,,PT,Sumatera Selatan,"Jl. Jend. A, Yani, Kel. 9/10 Ulu Lrg Bahagia RT. 2/1, No. 36, Palembang 30251",majalahrotasi@yahoo.com
953,sulutdaily.com ,Siber,,,PT,Sulawesi Utara,Jl. Lestari 2 Lingkungan X Kelurahan Malalayang Satu Kecamatan Malalayang. Manado,redaksi.sulutdaily@gmail.com 
954,Law-Justice.co,Siber,ROY TUMPAL P,ROY TUMPAL P,Media Keadilan Sejahtera,DKI Jakarta,"Graha Cevril, Jl. Senopati Raya No. 6-A Kebayoran Baru, Jakarta Selatan",lawjus.ticecosiber@gmail.com
955,bonepos.com,Siber,"ZAINAL,S.Sos, M.Si",A. DEDHY SENDHY,CIPTA INDOMEDIA MANDIRI,Sulawesi Selatan,"BONEPOS SPACE OFFICE, Jalan Bali, No.19, Kelurahan Jepee'E, Kecamatan Tanete Riattang Barat, Kabupaten Bone, Sulawesi Selatan, Telf/Fax : 0481 21531 - 08114223773. Email : redaksibonepos@gmail.com - boneposnews@gmail.com",boneposnews@gmail.com
956,Fajar TV,Televisi,,,PT,Sulawesi Selatan,"Gedung Graha Pena Lantai.2 Makasar 
Jl. Urip Sumoharjo No.20 
",
957,japos.co,Siber,Toni Limbong SH,Toni Limbong SH,PT Media CIpta Jaya Selaras,DKI Jakarta,Jln. Ahmad Yani No 2 Utan Kayu By Pass Jakarta Timur,japos@yahoo.com
958,Kontan.co.id,Siber,Ardian Taufik Gesuri,Ardian Taufik Gesuri,PT Grahanusa Mediatama,DKI Jakarta,"Gedung Kontan, Jalan Raya Kebayoran Lama Nomor 1119, Jakarta Selatan, DKI Jakarta 12210",indradie@gmail.com
959,riaukarya.com,Siber,MOH. RO'UF AZIZI,REZI ANDIKA PUTRA,PT ARKA SAKTI MEDIA,Riau,"KOMPLEK PERUM BSD, KEL. PEMATANG REBA, KEC. RENGAT BARAT, KAB. INDRAGIRI HULU, PROV. RIAU",roufazizi90@gmail.com
960,waspadaaceh.com,Siber,Aldin Nainggolan,H.Prabudi Said,PT Waspada Aceh Indonesia,Aceh,"Jalan Sri Ratu Safiatuddin No 21 C Banda Aceh, Provinsi Aceh",maskurabdullah@gmail.com
961,Sulteng Raya,Cetak,Temu Sutrisno,Temu Sutrisno,pt,Sulawesi Tengah,Jln. Rusa no.36,sultengraya@gmail.com
962,Detak.media,Siber,Alamsyah,Alamsyah,Gemilang Indah Madani,Kepulauan Riau,"Jl. Raja Haji Fisabilillah KM 8 Atas, 
No.8 Kelurahan Sei Jang, Kecamatan Bukit Bestari 
Kota Tanjungpinang, Provinsi Kepulauan Riau
Email: redaksi.detakmedia@gmail.com",media.detak@gmail.com
963,tribun-bali.com,Siber,Sunarko,Sunarko,PT. Bali Media Grafika,Bali,"JL. Prof DR Ida Bagus Mantra No. 88A, Ketewel, Gianyar - Bali",narkosurya@gmail.com
964,LIDIKNUSANTARA.COM,Siber,AZLI RAIS ANDUSPIL,RANDY WARDANA,CIPTA MEDIA PRATAMA,Kepulauan Riau,"JALAN RAHMAN HAKIM GG. MERAPAS  NO 1 SEI JANG, KELURAHAN SEI JANG, KECAMATAN BUKIT BESTARI
KOTA TANJUNGPINANG-PROVINSI KEPRI",lidiknusantararedaksi@gmail.com
965,Jambiupdate.co,Siber,Pirma Satria,"Pirma Satria, M.Pd",JAMBI TODAY ONLINE,Jambi,"Graha Pena Jambi Ekspres Lt. 3
Jl Kapt. Pattimura No. 35 Kenali Besar Jambi",jambiupdatecom@gmail.com
966,The8news.com,Siber,erni novianti,Erni Novianti,PT Lima Pandya Bersaudara,Sumatera Selatan,Jalan puncak sekuning lrg swadaya rt 57/13 no 4914 campus Palembang,redaksi.the8@gmail.com
967,Dayak Pos,Cetak,"Limson Dedy,  SH","Limson Dedy,  SH",PT.  Dayak Kalteng Sejahtera Pers,Kalimantan Tengah,"Jl.  R. A.  Kartini Nomor 17 Palangka Raya,  Kalteng 73111",dayakpos1@gmail.com
968,AJNN.net,Siber,Fauji Yudha,Muhammad Nazar Ahadi,pt,Aceh,"Jln. T Hasan Dek, Lorong D, Gampong Beurawe, Kecamatan Kuta Alam, Banda Aceh, 23124",ajnn.net@gmail.com 
969,KBA.one,Siber,Azhari Bahrul,Azhari Bahrul,pt,Aceh,"Jalan Dr Mr Moh Hasan, Nomor 99, Batoh, Banda Aceh",redaksi.kba@gmail.com
970,Borneonews.co.id,Siber,Ediya Moralia,Ediya Moralia,pt,Kalimantan Tengah,"Jl. Pangeran Antasari No. 40 Pangkalan Bun, Kalimantan Tengah",redaksi@borneonews.co.id
971,imcnews.id,Siber,Ari Widodo,Wisman Wazir,PT. Tamarona Media Sarana,Jambi,"Jl. Pangeran Hidayat, Perumahan Taman Adipura Indah, RT.17 Kel. Suka Karya, Kec. Kota Baru, Kota Jambi, 36127",red.imcnews@gmail.com
972,potretnusantara.id,Siber,Ernis P Hutabarat,Ernis P Hutabarat,MKbicara Media Publisher,Kepulauan Riau,"Perumahan Meral Permata Asri Blok F12, Kampung Bukit, Kecamatan Meral, Kabupaten Karimun, Kepulauan Riau",potretdaftar69@gmail.com
973,Majalah Kepri Info,Cetak,M Danu Januar,M. Danu Januar,Poros Jaya Gemilang,Kepulauan Riau,"Jl. Perum Mekar Sari Indah No.43 RT.03 RW 08 Kota Tanjungpinang, Kepulauan Riau",majalah.kepriinfo@gmail.com
974,Nagara,Cetak,A. Edison Nainggolan,Taufik Alwie,Bakti Perdana Nusantara,Banten,Premier Park 2 Blok AB No 6 Modernland Tangerang - 15117,indra688@yahoo.com
975,Majalah Detak Media,Cetak,Alamsyah,Alamsyah,Karya Gutama Sukses,Kepulauan Riau,"Jl. Durian No 15, Kelurahan Sei Jang, Kecamatan Bukit Bestari, Kota Tanjungpinang - Kepulauan Riau",majalah.detakmedia@gmail.com
976,Beritamusi.co.id,Siber,ROMI MARADONA,M. SYARIFUDDIN BASRIE,PT MUSI INTERMEDIA SUMATERA,Sumatera Selatan,"Jalan Sukakarya KM.8, Nomor 2215 Sukarami Palembang, Sumatera-Selatan",romimaradona@gmail.com
977,mattanews.co,Siber,Ardhy Fitriansyah,Ardhy Fitriansyah,Matta Media Mandiri,Sumatera Selatan,Jl. Cendana II Rt 047 Rw. 011Kel. Lorong Pakjo Kec. Ilir Barat I  Kota Palembang,mattanewsco@gmail.com
978,JARRAKPOS.com,Siber,I Putu Suasta,Ida Bagus Alit Sumertha,PT. JARRAK POS,Bali,"Jalan Danau Tempe No.30, Desa Sanur Kauh, Denpasar Selatan, Denpasar - Bali",jarrakpers@gmail.com
979,Tribun Bali,Cetak,Sunarko,Sunarko,pt,Bali,"Jl. Prof. Dr. Ida Bagus Mantra No. 88A, Ketewel, Gianyar, Bali",redaksi.tribunbali@gmail.com
980,beritajatim.com,Siber,,,PT,Jawa Timur,"Jl. Ciliwung No. 65, Surabaya 60241",beritajatim@gmail.com
981,Rakyatku.com,Siber,Subhan,Subhan,PT.Lintas media intermedia,Sulawesi Selatan,Jalan Pelita 2 no 2. Makassar,
982,Metrosidik.co.id,Siber,FITRA HADI,FITRA HADI,PT.MEDIA CENDIKIA ANAMBAS,Kepulauan Riau,Jl.Teluk Buluh Desa Tarempa Timur,metrosidik@gmail.com
983,lintasmerah.com,Siber,Elka Mabela,Elka Mabela,Adiba Jaya Media,Lampung,"Jalan Lintas Sumatra Nomor 60 Kampung Terbanggi Besar, Kecamatan Terbanggi Besar Kabupaten Lampung Tengah, Lampung, 34165",lintasmerah@yahoo.com
984,demokrasibabel.com,Siber,KA. Ronie Achmad,KA. Ronie Achmad,Zaki Rizki Media,Kepulauan Bangka Belitung,"Jalan Kenali Asam No 375 RT 09 RW 03 Kelurahan Pintu Air, Kecamatan Rangkui, Kota Pangkalpinang, Bangka Belitung",tryantara@gmail.com
985,kompas.com,Siber,xx,Wisnu Nugroho,pt,Jakarta,"Gedung Kompas Gramedia, Unit II Lt. 5 Jl. Palmerah Selatan No. 22 – 28
Jakarta",
986,pelitasumatera.com,Siber,Leo Mura,H. Ocktaf Riadi,PT KOMERING PELITA HARAPAN,Sumatera Selatan,JALAN MACAN KUMBANG III.A NOMOR 4560 KELURAHAN DEMANG LEBAR DAUN KECAMATAN ILIR BARAT I PALEMBANG SUMATERA SELATAN,pelitasumatera@gmail.com
987,Riaulink.com,Siber,Safari Ar Riziq,Safari Ar Riziq,Media Riau Link,Riau,"Jalan Sapta Marga, Gg. Madrasah Tembilahan Hulu, Inhil, Riau",hermanmuhammadsyah2@gmail.com
988,Lintas Merah,Cetak,Elka Mabela,Elka Mabela,Adiba Jaya Media,Lampung,"Jalan Lintas Sumatra Dusun II Rt02/ 05, Nomor 60 Kampung Terbanggi Besar , Kecamatan Terbanggi Besar",lintasmerah01@gmail.com
989,gemasulawesi.com,Siber,Ishak Arif Badrun ,Ishak Arif Badrun ,Gema Sulawesi Group,Sulawesi Tengah,"Jl Kampali, Kelurahan Kampal, Kecamatan Parigi Kabupaten Parigi Moutong Provinsi Sulawesi Tengah Kode Pos 94471 Contact Office : (0450) 2325678",gemasulawesionline@gmail.com
990,SKH Memorandum,Cetak,Arief Sosiawan,Arief Sosiawan,PT Memorandum Sejahtera,Jawa Timur,JL Karah Agung 45 Surabaya,memorandumredaksi@gmail.com
991,Gebraknews.co.id,Siber,Ramayulis Piliang,Ifanko Tanjung,PT Gebrak Media Indonesia,Kepulauan Riau,"Ruko Aljabar Blok A No 9, Kelurahan Bengkong Indah, Kec Bengkong, Kota Batam, Provinsi Kepri",ifantj87@gmail.com
992,Isupublik.com,Siber,Sudirman,Wanda Pratama,PT. Isu Media Indonesia,Kepulauan Riau,"Komplek Ruko Aljabar, Blok A Nomor 09. Kelurahan Bengkong Indah, Kecamatan Bengkong.
Kota Batam - Kepri",isupublik12@gmail.com
993,Perdanakepri.com,Siber,"Yolandana, S.IP",Joko Sulistyo,Gurindam Perdana Sejahtera,Kepulauan Riau,"Jl. Ganet Perum. Griya Hangtuah Permai Blok. M No. 8
Rt. 05/ Rw. 05, Tanjungpinang – Kepulauan Riau",gurindamperdanakepri@gmail.com
994,klikampera.com,Siber,Firdaus Komar,Firdaus Komar,PT MUSI ONLINE MEDIA,Sumatera Selatan,"Jalan Sultan M Mansyur, No. 13, RT 15, RW 07, Kelurahan 32 Ilir, Kecamatan Ilir Barat II, Palembang",sosmed.umpalembang@gmail.com
995,Presmedia.id,Siber,Charles Sitompul,Charles Sitompul,Jebat Media Persada,Kepulauan Riau,"Jl. Wiratno No.8, Kota Tanjungpinang, Kepulauan Riau 29122",redaksi.presmed@gmail.com
996,jabarnews.com,Siber,Riana Afriadi,H Agus Hermawan,PT JABAR MEDIA NET,Jawa Barat,Ruko Pasar Modern Blok RD No.31 Komplek Batununggal Indah Kota Bandung Jawa Barat,redaksi@jabarnews.com
997,dialeksis.com,Siber,Bahtiar Gayo,Jaka Rasyid,Dialeksis Media Jaya,Aceh,Jalan Tgk Dihaji Lorong Ujong Blang No 36 Desa Lamdingin Kecamatan Kuta Alam Banda Aceh Provinsi Aceh,media.dialeksis@gmail.com
998,mediadayak.co.id,Siber,Limson Dedy,Limson Dedy,PT. Media Dayak Bersama,Kalimantan Tengah,"Jl. RA Kartini No.17, Palangkaraya",
999,Suarakalbar.co.id,Siber,Kundori,Kundori,PT.Suara Media Online,Kalimantan Barat,Jalan Pangeran Cinata Gg.Arjuna Desa Raja Rt.014/RW.003 Kec.Ngabang Kab. Landak,kundori1980@gmail.com
1000,Harian Rakyat Gorontalo,Cetak,sahril rasid S sos,sahril rasid S sos,PT Gorontalo Cemerlang Press,Gorontalo,Jl Jhon Ario Katilie No 110 Kelurahan Paguyaman Kec Kota Tengah Provinsi Gorontalo.,sahrilril@yahoo.com
1001,inilahkoran.com,Siber,Zulfirman,Ghiok Riswoto,PT. Inilah Media Jabar,Jawa Barat,Jalan Terusan Pasteur no 167 Kel Huseinsastranegara Kec cicendo Bandung 40174,inilahtan@gmail.com
1002,Inilah Koran,Cetak,Zulfirman Tanjung,Zulfirman Tanjung,,Jawa Barat,Jalan Terusan Pasteur no 167 Kel Huseinsastranegara Kec cicendo Bandung 40174,inilahkoran@inilah.com
1003,garudadaily.com,Siber,Doni Supardi,Doni Supardi,pt,Bengkulu,Jl. Raya Nomor 009 RT 016 RW 006 Kelurahan Lingkar Timur Kecamatan Singaran Pati Kota Bengkulu ,
1004,Tabloid Ungkap Riau,Cetak,Yulianus,"Handrizal,M.Si",UNGKAP RIAU MEDIA,Riau,"Jl.Delima, No.8, Pekanbaru",ungkapriau@gmail.com
1005,sergaponline.com,Siber,HADIRIKU ZEGA,HADIRIKU ZEGA,PT. DANNY ABI PERS,Riau,"JL.. SEKOLAH PERUM. TUNGGAL PERKASA PERMAI BLOK E. NO. 29
RT/RW 003/017 TENAYAN RAYA",restytel844@gmail.com
1006,Anambas Pos,Cetak,Asril Masbah,Asril Masbah,Anambas Pos Pandu Media,Kepulauan Riau,"Jl. Tanjung No. 22 Tarempa, Kabupaten Kepulauan Anambas",redaksianambaspos@gmail.com
1007,bangkapos.com,Siber,Ibnu Taufik Juwariyanto,Ibnu Taufik Juwariyanto,Bangka Media Grafika,Kepulauan Bangka Belitung,Jalan KH. Abdurachman Siddik No. 1 B Kelurahan Genas Kecamatan Tamansari Kota Pangkalpinang Kepulauan Bangka Belitung,redaksi.bangkapos@gmail.com
